Unnamed: 0,number,이름,이미지,종류,원재료,도수,용량,제품 소개,어울리는 음식,양조장명,페이지 링크,sweet,salty,bitter,sour,sparkle,sol,spicy
99,99,남산애 레드와인,https://thesool.com/common/imageView.do?targetId=PR00000398&targetNm=PRODUCT,과실주,"포도(캠벨얼리, MBA, 산머루)",14.000000000000002,750ml,"""예인화원""에서 생산하는 ""남산애"", ""가을빛"" 와인에는 일체의 인공첨가물, 어떠한 보존제도 들어 있지 않다. 많은 와인들이 아황산, 소르빈산, POBB 등을 첨가하여 제품의 유통기한을 늘리는 등의 용도로 사용하는데 자연주의 수제 와인을 생산하고 있는 예인화원에서는 자연 그대로의 맛을 전달하고자 포도 100%로만 와인을 빚고 있다. 그럼에도 불구하고 수 많은 와인품평회에서 수상하며 맛과 품질 모두에서 인정 받고 있다. ""남산애 레드와인""은 늦 수확한 포도를 건조하여 당도를 높여 캠벨, MBA, 머루를 이상적인 배합으로 블랜딩한 와인이다. 알코올 도수는 14도이며 짙은 루비색을 띈다. 블랙베리향, 검은 과실향, 오리엔탈 스파이스의 미디엄 바디로 부드럽고 감칠맛이 있으며, 우아하고 긴 여운이 인상적인 와인이다.","진한 포도의 맛과 향이 그대로 농축돼있는 와인이다. 조금은 탁하지만 포도의 원액을 그대로 느낄 수 있는 색을 가지고 있으며, 시트러스 계열의 상큼한 산미가 뒤따라 온다. 단맛은 적지만, 목 넘김에서 올라오는 포도향이 기분을 좋게 한다. 긴 후미는 아니지만, 경쾌하고 자연스러운 한국와인 특유의 신선함이 살아있다. 시트러스 계열의 상큼 맛이 좋은 만큼 입맛을 돋우는 식전주로 추천한다.",예인화원,https://yeinwinerywine.modoo.at/,1.0,0.0,0.0,1.0,0.0,0.0,0.0
100,100,남산애 포트와인,https://thesool.com/common/imageView.do?targetId=PR00000397&targetNm=PRODUCT,과실주,"포도(캠벨얼리, MBA, 산머루)",18.5,750ml,"""예인화원""에서 생산하는 ""남산애"", ""가을빛"" 와인에는 일체의 인공첨가물, 어떠한 보존제도 들어 있지 않다. 많은 와인들이 아황산, 소르빈산, POBB 등을 첨가하여 제품의 유통기한을 늘리는 등의 용도로 사용하는데 자연주의 수제와인을 생산하고 있는 예인화원에서는 자연 그대로의 맛을 전달하고자 포도 100%로만 와인을 빚고 있다. 그럼에도 불구하고 수 많은 와인품평회에서 수상하며 맛과 품질 모두에서 인정 받고 있다. ""남산애 포트와인""은 국내에서 유일한 포트와인으로 늦 수확한 포도를 건조하여 당도를 높여 캠벨얼리, MBA, 산머루를 배합하여 브랜딩한 와인이다. 알코올 도수는 18.5도이며 짙은 루비색을 띈다. 블랙베리향, 검은 과실향, 오리엔탈 스파이스의 미디엄 바디로 부드럽고 감칠맛이 있으며, 우아하고 긴 여운이 인상적인 와인이다.",,예인화원,https://yeinwinerywine.modoo.at/,0.0,0.0,0.0,1.0,0.0,0.0,1.0
101,101,남한산성소주,https://thesool.com/common/imageView.do?targetId=PR00000586&targetNm=PRODUCT,증류주,"쌀, 엿, 누룩",40.0,400ml,"남한산성 소주의 유래는 남한산성을 축성한 조선14대왕 선조때부터 전해진다. 곡물로 빚은 순곡소주로 엿을 이용하여 발효조를 만들고 이를 증류하기 때문에 증류주이면서도 강하고 자극적인 맛이 아닌, 부드럽게 넘어가고 잔기운이 오래남는 한국의 대표적인 증류주이다.",송이한우구이 한우구이는 육즙이 풍부하고 담백해서 남한산성소주의 부드럽고 긴 여운을 즐길 수 있는 음식이다.,남한산성소주,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,102,내장산 복분자주 지통1호,https://thesool.com/common/imageView.do?targetId=PR00000396&targetNm=PRODUCT,과실주,"복분자, 주정, 정제수, 설탕 등",16.0,700ml,"내장산은 단풍으로 수려한 장관을 펼쳐놓기로 유명한 지역이지만, 내장산의 복분자역시 뒤쳐지지 않을 만큼 붉기로 유명하다. 이 내장산에서 오직 복분자로 승부하는 과실주를 생산하는 내장산 복분자 영농조합의 한국형 와인 내장산복분자주 지통1호. ""복분자"" 전문가로써, 전통적인 가양주 비법과 양조기법을 병행하여 한국형 와인의 입지를 다지고 있는 곳에서 제조된 술이다. 내장산복분자영농조합에서는 청정의 자연을 자랑하는 내장산 일대에서 재배하는 복분자만을 엄선하여 술을 빚고 있으며, 복분자의 특징을 최대한 살려서 한국형와인을 생산하고 있다. 복분자의 전문가들 답게 오직 복분자로 승부를 보는 그들의 방식에서 그 술 맛을 짐작할 수 있다.",산뜻하게 올라오는 달콤한 과실향이 좋고 단맛은 적으나 적절한 산미와 쓴맛이 있고 아주 약한 타닌이 입안을 자극시킨다. 소고기와 잘 어울린다.,내장산 복분자 영농조합,https://shopping.naver.com/fresh/traditionalalcohol/stores/100083195,0.0,0.0,1.0,1.0,1.0,0.0,0.0
103,103,냥이탁주 9도,https://thesool.com/common/imageView.do?targetId=PR00000711&targetNm=PRODUCT,탁주,"정제수, 쌀(국내산), 찰보리(국내산), 찰수수(국내산), 벌꿀(국내산), 오미자(국내산), 송순(국내산), 누룩, 개량누룩, 밀함유",9.0,350ml / 500ml,고양시 최초의 프리미엄 지역특산주. 인공감미료 없이 고양시에서만 생산되는 품질 좋은 가와지쌀을 주재료로 만든 막걸리. 고양시의 대표 캐릭터 고양이에서 이름을 따온 젊은 감각의 귀여운 고양이 패키지와 밸런스 좋은 새콤달콤 풍성한 맛이 특징이다. 풍무한 유기산이 포함되어 있어 거슬리지 않는 부드러운 신맛과 단맛이 잘 어우러져 있으며 차갑게 해서 마실수록 막걸리 본연의 맛을 즐길 수 있다.,"떡갈비, 불고기",행주산성주가,https://smartstore.naver.com/hjssjuga,1.0,0.0,0.0,1.0,0.0,0.0,0.0
104,104,냥이탁주 fresh,https://thesool.com/common/imageView.do?targetId=PR00000712&targetNm=PRODUCT,탁주,"정제수, 쌀(국내산), 찰보리(국내산), 찰수수(국내산), 벌꿀(국내산), 오미자(국내산), 송순(국내산), 누룩, 개량누룩, 밀함유",5.0,350ml,고양시 최초의 프리미엄 지역특산주. 인공감미료 없이 고양시에서만 생산되는 품질 좋은 가와지쌀을 주재료로 만든 막걸리. 고양시의 대표 캐릭터 고양이에서 이름을 따온 젊은 감각의 귀여운 고양이 패키지와 밸런스 좋은 새콤달콤 풍성한 맛이 특징이다. 풍무한 유기산이 포함되어 있어 거슬리지 않는 부드러운 신맛과 단맛이 잘 어우러져 있으며 차갑게 해서 마실수록 막걸리 본연의 맛을 즐길 수 있다.,"리코타 치즈 샐러드, 훈제연어",행주산성주가,https://smartstore.naver.com/hjssjuga,1.0,0.0,0.0,1.0,0.0,0.0,0.0
105,105,너와머루와인,https://thesool.com/common/imageView.do?targetId=PR00000465&targetNm=PRODUCT,과실주,국내산 산머루 100%,12.0,"500ml, 700ml",너와집으로 유명한 해발 500미터 이상의 삼척 너와마을에서 생산되는 특산물인 머루 100%의 진한레드와인으로 약간 스위트한맛이다. 진하면서도 순수한 머루의 향기와 맛이 계속 입안에 머무르는 느낌을 받을 수 있다.,"너비아니구이, 치즈떡갈비 머루100%의 진하고 달콤한 맛이 너비아니와 떡갈비의 풍미를 더욱 살려 준다.",산머루농원영농조합법인,https://sanmeoru.modoo.at,1.0,0.0,0.0,0.0,0.0,0.0,0.0
106,106,노미,https://thesool.com/common/imageView.do?targetId=PR00000344&targetNm=PRODUCT,"약주, 청주","국내산 찹쌀, 국내산 쌀",18.0,700ml,노미는 친환경 찹쌀과 쌀을 이용하여 쌀제곡과 전통누룩을 원재료로 빚은 깊고 부드러운 맛의 전통약주이다. 옛 제조방법은 밀 누룩으로 발효제를 만들어 사용해오다가 현대제조기법인 우리 쌀로 발효제를 만들어 현대인의 입맛에 잘 맞으며 깔끔한 뒷맛은 물론 취기가 오래가지 않는 최고의 약주이다. 차게 해서 마시면 더욱 좋다.,육회 육회는 신선한 살코기를 사용하여 고기의 풍미를 즐길 수 있다. 부드럽고 감칠맛 나는 노미의 뒷맛이 육회의 맛을 한층더 살려준다.,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,107,녹고의 눈물,https://thesool.com/common/imageView.do?targetId=PR00000612&targetNm=PRODUCT,리큐르/기타주류,섬오가피,16.0,500ml,"녹고의 눈물은 5년 이상된 제주도의 섬오가피 뿌리만으로 순수 발효한 오가피 발효주이다. 물, 바람, 불이 만들어 낸 생명의 약초 섬오가피는 제주도의 10대 약용작물 가운데 하나이다. 알코올 도수 16도로 마시기에 부담 없는 술로 감미, 산미, 신미, 청량미가 적절한게 조화를 이루고 부드러운 점성과 바디감을 느낄 수 있다. 최근 애주가들에게 큰 주목을 받고 있는 제품이다.",투명한 갈색빛을 가지고 있으며 산뜻하면서도 고급스런 향기가 은은하게 올라온다. 입에 넣으면 처음에는 산미가 입 전체를 채우고 시간이 지나면서 독특한 쓴맛이 자리를 잡는다. 생선 조림과 잘 어울린다.,토향,https://shopping.naver.com/fresh/traditionalalcohol/stores/100075514,1.0,0.0,0.0,1.0,1.0,0.0,0.0
108,108,녹천 소곡화주 480ml,https://thesool.com/common/imageView.do?targetId=PR00000611&targetNm=PRODUCT,리큐르/기타주류,"찹쌀, 누룩, 백미 , 정제수",41.0,480ml,"한산소곡주는 백제 1500년의 오랜 역사와 전통을 고스란히 담아 전해 내려오는 전통주다. 찹쌀과 누룩을 주원료로 들국화, 메주콩, 생강, 홍 고추 등의 조화 속에 100일간 숙성을 하여 빚어지는 전통주 한산소곡주는 감미로운 향과 특유의 감칠맛 때문에 취하면 자리에서 일어설 줄 모른다고 하여 ‘앉은뱅이 술’이란 이름으로도 불린다. 소곡화주는 한산소곡주를 증류한 프리미엄 소곡주이다.",물처럼 맑고 투명하지만 상압증류기를 이용해 불에 그을린듯한 향이 강하게 올라온다. 알코올 도수에 비해 자극적이지는 않지만 술을 입에 넣으면 입술과 혀를 서서히 자극시킨다. 입 안에 탄 듯한 맛이 남는 것이 강한 남자 같은 술 같다. 전골류와 잘 어울린다.,녹천주조장,https://shopping.naver.com/fresh/traditionalalcohol/stores/100113506,0.0,0.0,0.0,0.0,0.0,0.0,1.0
109,109,녹천 소곡화주 500ml,https://thesool.com/common/imageView.do?targetId=PR00000610&targetNm=PRODUCT,리큐르/기타주류,"찹쌀, 누룩, 백미, 정제수",41.0,500ml,"한산소곡주는 백제 1500년의 오랜 역사와 전통을 고스란히 담아 전해 내려오는 전통주다. 찹쌀과 누룩을 주원료로 들국화, 메주콩, 생강, 홍 고추 등의 조화 속에 100일간 숙성을 하여 빚어지는 전통주 한산소곡주는 감미로운 향과 특유의 감칠맛 때문에 취하면 자리에서 일어설 줄 모른다고 하여 ‘앉은뱅이 술’이란 이름으로도 불린다. 소곡화주는 한산소곡주를 증류한 프리미엄 소곡주이다.",물처럼 맑고 투명하지만 상압증류기를 이용해 불에 그을린듯한 향이 강하게 올라온다. 알코올 도수에 비해 자극적이지는 않지만 술을 입에 넣으면 입술과 혀를 서서히 자극시킨다. 입 안에 탄 듯한 맛이 남는 것이 강한 남자 같은 술 같다. 전골류와 잘 어울린다.,녹천주조장,https://shopping.naver.com/fresh/traditionalalcohol/stores/100113506,0.0,0.0,0.0,0.0,0.0,0.0,1.0
110,110,녹파주,https://thesool.com/common/imageView.do?targetId=PR00000278&targetNm=PRODUCT,"약주, 청주","국내산 찹쌀, 멥쌀, 누룩, 정제수",15.0,375ml,"녹파주는 우리나라 최초로 발간된 요리책인 [산가요록]에 실려있던 고려시대 대표주이다. 여러 고문헌에도 제조법이 수록되어 있는 것으로 보아 그 인기를 짐작할 수 있다. 잔에 담긴 모습이 마치 거울에 비친 푸른 파도같이 맑다 하여 녹파주란 이름이 붙여졌다. (주)솔송주가 농촌진흥청과 함께 현대인에 맞게 재해석한 고급약주로서 녹파주 한잔에는 깔끔함과 풍미, 그리고 세련됨이 담겨 있다.","잔잔하고 은은한 향에서 출발하여, 매끄러운 단맛으로 끝나는 술. 튀지 않는 맛에서 기품이 느껴지는 술이다. 향에서 올라오는 은은한 맛을 즐기기 위하여 강하지 않은 음식을 추천하고 싶다. 특히 녹파주가 나오는 경남 함양에서는 드넓은 연꽃 밭에서 나오는 연잎밥이 유명한데, 같이 즐기기에 충분히 매력적인 궁합이다.",솔송주(명가원),https://shopping.naver.com/fresh/traditionalalcohol/stores/100074038,1.0,0.0,0.0,0.0,0.0,0.0,0.0
111,111,느낌 19.8,https://thesool.com/common/imageView.do?targetId=PR00000502&targetNm=PRODUCT,증류주,"국내산 백미, 누룩, 효모, 정제수",19.8,360ml,느낌 19.8은 전통적인 안동소주 제조방식으로 술을 빚은 후 저도주를 선호하는 소비자의 입맛에 맞춰 기존 알코올 40도가 넘는 고도주에서 19.8도로 낮추어 가볍게 마실 수 있는 제품으로 출시하였다. 지하 158m 천연 암반수를 사용하여 술을 빚고 전통적인 안동소주 양조법에 술 맛을 부드럽게 하는 감압증류방식으로 제조하여 안동소주를 현대적으로 재해석한 제품이다.,"증류주는 기본적으로 도수가 낮으면 밍밍하고 물 맛이 많이 나는 것이 단점인데, 안동소주 느낌 19.8%는 일반 증류식소주에 비해 알코올도수가 낮은데도 불구하고 전통소주에서 느껴지는 곡향이 입 안을 가득 채워주는 것이 가장 큰 특징이다. 아주 차게 마시기보다는 실온에 좀 두고 곡향이 올라올 때 시음하는 것을 권장한다. 양념이 된 고기류와 잘 어울린다.",명품 안동소주,https://smartstore.naver.com/andongmyongju/products/3458697714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,112,느낌 30,https://thesool.com/common/imageView.do?targetId=PR00000501&targetNm=PRODUCT,증류주,"국내산 백미, 누룩, 효모, 정제수",30.0,360ml,느낌 30은 전통적인 안동소주 제조방식으로 술을 빚은 후 저도주를 선호하는 소비자의 입맛에 맞춰 기존 알코올 40도가 넘는 고도주에서 30도로 다소 낮추어 부담없이 마실 수 있는 제품으로 출시하였다. 지하 158m 천연 암반수를 사용하여 술을 빚고 전통적인 안동소주 양조법에 술 맛을 부드럽게 하는 감압증류방식으로 제조하여 안동소주를 현대적으로 재해석한 제품이다.,안동소주 느낌은 전통 증류식소주에서 느낄 수 있는 불맛과 곡물의 향을 잘 살린 증류주다. 강하지는 않지만 옅은 단맛과 뒤에 올라오는 약간의 쓴맛이 매력적이다. 안동소주 느낌 30%도 아주 차게 마시기 보다는 실온에 두고 증류향을 느끼면서 마시길 바란다. 도수가 너무 높다고 느끼면 온더락으로 즐기는 것 또한 방법이다. 석쇠 불고기와 잘 어울린다.,명품 안동소주,https://smartstore.naver.com/andongmyongju/products/3458697714,1.0,0.0,1.0,0.0,0.0,0.0,1.0
113,113,느린마을 막걸리,https://thesool.com/common/imageView.do?targetId=PR00000199&targetNm=PRODUCT,탁주,"쌀, 국, 효모, 정제수",6.0,750ml,"느린 마을 막걸리는 계절마다 맛이 약간씩 다릅니다. 쌀과 물, 누룩만을 이용해서 빚는 술이기 때문에 계절에 따라 온도와 습도 등 계절마다 다른 숙성 환경이 그 이유입니다. 일체 다른 인공감미료를 넣지 않아 만들어 원재료 그대로의 맛을 느낄 수 있는 막걸리입니다. 여름에 잘 익은 과일향이 올라오고 독특한 단맛을 가지고 있는 것이 특징이며, 입 안에 연하게 남는 쓴맛이 음식과의 조화를 잘 이룹니다.",새우 소금구이,배상면주가,http://www.sansawon.co.kr,1.0,0.0,1.0,0.0,0.0,0.0,0.0
